$nWebServers, $nDb, $nSearch, $uSess, $uBiz, $uSearch, $uDb
20, 1, 1, 19.9889, 0.908297, 7.738e-005, 0.88987
10, 1, 1, 9.99738, 0.835066, 7.15308e-005, 0.822604
20, 1, 1, 19.9891, 0.908298, 7.73801e-005, 0.889871
10, 1, 1, 9.99741, 0.835066, 7.15308e-005, 0.822605
20, 1, 1, 19.9892, 0.908298, 7.73801e-005, 0.889871
10, 1, 1, 9.99743, 0.835066, 7.15309e-005, 0.822605
20, 1, 1, 19.9893, 0.908299, 7.73802e-005, 0.889872
10, 1, 1, 9.99746, 0.835067, 7.15309e-005, 0.822605
20, 1, 1, 19.9894, 0.908299, 7.73802e-005, 0.889872
10, 1, 1, 9.99748, 0.835067, 7.15309e-005, 0.822606
20, 1, 1, 19.9895, 0.9083, 7.73802e-005, 0.889873
10, 1, 1, 9.99751, 0.835068, 7.15309e-005, 0.822606
20, 1, 1, 19.9896, 0.9083, 7.73803e-005, 0.889873
10, 1, 1, 9.99753, 0.835068, 7.1531e-005, 0.822606
20, 1, 1, 19.9897, 0.908301, 7.73803e-005, 0.889874
10, 1, 1, 9.99756, 0.835068, 7.1531e-005, 0.822607
20, 1, 1, 19.9898, 0.908301, 7.73803e-005, 0.889874
10, 1, 1, 9.99758, 0.835069, 7.1531e-005, 0.822607
20, 1, 1, 19.9899, 0.908302, 7.73804e-005, 0.889874
10, 1, 1, 9.9976, 0.835069, 7.15311e-005, 0.822607
20, 1, 1, 19.99, 0.908302, 7.73804e-005, 0.889875
10, 1, 1, 9.99763, 0.835069, 7.15311e-005, 0.822608
20, 1, 1, 19.9901, 0.908302, 7.73804e-005, 0.889875
10, 1, 1, 9.99765, 0.83507, 7.15311e-005, 0.822608
20, 1, 1, 19.9902, 0.908303, 7.73805e-005, 0.889876
10, 1, 1, 9.99767, 0.83507, 7.15311e-005, 0.822608
20, 1, 1, 19.9903, 0.908303, 7.73805e-005, 0.889876
10, 1, 1, 9.9977, 0.83507, 7.15312e-005, 0.822609
20, 1, 1, 19.9904, 0.908304, 7.73806e-005, 0.889876
10, 1, 1, 9.99772, 0.835071, 7.15312e-005, 0.822609
20, 1, 1, 19.9905, 0.908304, 7.73806e-005, 0.889877
10, 1, 1, 9.99774, 0.835071, 7.15312e-005, 0.822609
20, 1, 1, 19.9906, 0.908304, 7.73806e-005, 0.889877
10, 1, 1, 9.99776, 0.835071, 7.15313e-005, 0.822609
20, 1, 1, 19.9907, 0.908305, 7.73806e-005, 0.889877
10, 1, 1, 9.99778, 0.835072, 7.15313e-005, 0.82261
20, 1, 1, 19.9908, 0.908305, 7.73807e-005, 0.889878
10, 1, 1, 9.9978, 0.835072, 7.15313e-005, 0.82261
20, 1, 1, 19.9909, 0.908306, 7.73807e-005, 0.889878
10, 1, 1, 9.99782, 0.835072, 7.15313e-005, 0.82261
20, 1, 1, 19.991, 0.908306, 7.73807e-005, 0.889879
10, 1, 1, 9.99784, 0.835072, 7.15314e-005, 0.822611
20, 1, 1, 19.991, 0.908306, 7.73808e-005, 0.889879
10, 1, 1, 9.99786, 0.835073, 7.15314e-005, 0.822611
20, 1, 1, 19.9911, 0.908307, 7.73808e-005, 0.889879
10, 1, 1, 9.99788, 0.835073, 7.15314e-005, 0.822611
20, 1, 1, 19.9912, 0.908307, 7.73808e-005, 0.88988
10, 1, 1, 9.9979, 0.835073, 7.15314e-005, 0.822611
20, 1, 1, 19.9913, 0.908307, 7.73809e-005, 0.88988
10, 1, 1, 9.99792, 0.835074, 7.15314e-005, 0.822612
20, 1, 1, 19.9914, 0.908308, 7.73809e-005, 0.88988
10, 1, 1, 9.99794, 0.835074, 7.15315e-005, 0.822612
20, 1, 1, 19.9914, 0.908308, 7.73809e-005, 0.889881
10, 1, 1, 9.99796, 0.835074, 7.15315e-005, 0.822612
20, 1, 1, 19.9915, 0.908308, 7.73809e-005, 0.889881
10, 1, 1, 9.99798, 0.835074, 7.15315e-005, 0.822612
20, 1, 1, 19.9916, 0.908309, 7.7381e-005, 0.889881
10, 1, 1, 9.998, 0.835075, 7.15315e-005, 0.822613
20, 1, 1, 19.9917, 0.908309, 7.7381e-005, 0.889882
10, 1, 1, 9.99801, 0.835075, 7.15316e-005, 0.822613
20, 1, 1, 19.9918, 0.908309, 7.7381e-005, 0.889882
10, 1, 1, 9.99803, 0.835075, 7.15316e-005, 0.822613
20, 1, 1, 19.9918, 0.90831, 7.73811e-005, 0.889882
10, 1, 1, 9.99805, 0.835076, 7.15316e-005, 0.822613
20, 1, 1, 19.9919, 0.90831, 7.73811e-005, 0.889882
10, 1, 1, 9.99807, 0.835076, 7.15316e-005, 0.822614
20, 1, 1, 19.992, 0.90831, 7.73811e-005, 0.889883
10, 1, 1, 9.99808, 0.835076, 7.15316e-005, 0.822614
20, 1, 1, 19.992, 0.908311, 7.73811e-005, 0.889883
10, 1, 1, 9.9981, 0.835076, 7.15317e-005, 0.822614
20, 1, 1, 19.9921, 0.908311, 7.73812e-005, 0.889883
10, 1, 1, 9.99812, 0.835077, 7.15317e-005, 0.822614
20, 1, 1, 19.9922, 0.908311, 7.73812e-005, 0.889884
10, 1, 1, 9.99813, 0.835077, 7.15317e-005, 0.822614
20, 1, 1, 19.9923, 0.908312, 7.73812e-005, 0.889884
10, 1, 1, 9.99815, 0.835077, 7.15317e-005, 0.822615
20, 1, 1, 19.9923, 0.908312, 7.73812e-005, 0.889884
10, 1, 1, 9.99816, 0.835077, 7.15317e-005, 0.822615
20, 1, 1, 19.9924, 0.908312, 7.73813e-005, 0.889884
10, 1, 1, 9.99818, 0.835077, 7.15318e-005, 0.822615
20, 1, 1, 19.9925, 0.908312, 7.73813e-005, 0.889885
10, 1, 1, 9.99819, 0.835078, 7.15318e-005, 0.822615
20, 1, 1, 19.9925, 0.908313, 7.73813e-005, 0.889885
10, 1, 1, 9.99821, 0.835078, 7.15318e-005, 0.822616
20, 1, 1, 19.9926, 0.908313, 7.73813e-005, 0.889885
10, 1, 1, 9.99822, 0.835078, 7.15318e-005, 0.822616
20, 1, 1, 19.9926, 0.908313, 7.73813e-005, 0.889886
10, 1, 1, 9.99824, 0.835078, 7.15318e-005, 0.822616
20, 1, 1, 19.9927, 0.908313, 7.73814e-005, 0.889886
10, 1, 1, 9.99825, 0.835079, 7.15318e-005, 0.822616
20, 1, 1, 19.9928, 0.908314, 7.73814e-005, 0.889886
10, 1, 1, 9.99827, 0.835079, 7.15319e-005, 0.822616
20, 1, 1, 19.9928, 0.908314, 7.73814e-005, 0.889886
10, 1, 1, 9.99828, 0.835079, 7.15319e-005, 0.822617
20, 1, 1, 19.9929, 0.908314, 7.73814e-005, 0.889887
10, 1, 1, 9.9983, 0.835079, 7.15319e-005, 0.822617
20, 1, 1, 19.993, 0.908315, 7.73815e-005, 0.889887
10, 1, 1, 9.99831, 0.835079, 7.15319e-005, 0.822617
20, 1, 1, 19.993, 0.908315, 7.73815e-005, 0.889887
10, 1, 1, 9.99833, 0.83508, 7.15319e-005, 0.822617
20, 1, 1, 19.9931, 0.908315, 7.73815e-005, 0.889887
10, 1, 1, 9.99834, 0.83508, 7.15319e-005, 0.822617
20, 1, 1, 19.9931, 0.908315, 7.73815e-005, 0.889887
10, 1, 1, 9.99835, 0.83508, 7.1532e-005, 0.822618
20, 1, 1, 19.9932, 0.908315, 7.73815e-005, 0.889888
10, 1, 1, 9.99837, 0.83508, 7.1532e-005, 0.822618
20, 1, 1, 19.9932, 0.908316, 7.73816e-005, 0.889888
10, 1, 1, 9.99838, 0.83508, 7.1532e-005, 0.822618
20, 1, 1, 19.9933, 0.908316, 7.73816e-005, 0.889888
10, 1, 1, 9.99839, 0.835081, 7.1532e-005, 0.822618
20, 1, 1, 19.9934, 0.908316, 7.73816e-005, 0.889888
10, 1, 1, 9.9984, 0.835081, 7.1532e-005, 0.822618
20, 1, 1, 19.9934, 0.908316, 7.73816e-005, 0.889889
10, 1, 1, 9.99842, 0.835081, 7.1532e-005, 0.822618
20, 1, 1, 19.9935, 0.908317, 7.73816e-005, 0.889889
10, 1, 1, 9.99843, 0.835081, 7.15321e-005, 0.822619
20, 1, 1, 19.9935, 0.908317, 7.73817e-005, 0.889889
10, 1, 1, 9.99844, 0.835081, 7.15321e-005, 0.822619
20, 1, 1, 19.9936, 0.908317, 7.73817e-005, 0.889889
10, 1, 1, 9.99845, 0.835082, 7.15321e-005, 0.822619
20, 1, 1, 19.9936, 0.908317, 7.73817e-005, 0.889889
10, 1, 1, 9.99847, 0.835082, 7.15321e-005, 0.822619
20, 1, 1, 19.9937, 0.908318, 7.73817e-005, 0.88989
10, 1, 1, 9.99848, 0.835082, 7.15321e-005, 0.822619
20, 1, 1, 19.9937, 0.908318, 7.73817e-005, 0.88989
10, 1, 1, 9.99849, 0.835082, 7.15321e-005, 0.822619
20, 1, 1, 19.9938, 0.908318, 7.73817e-005, 0.88989
10, 1, 1, 9.9985, 0.835082, 7.15321e-005, 0.82262
20, 1, 1, 19.9938, 0.908318, 7.73818e-005, 0.88989
10, 1, 1, 9.99851, 0.835082, 7.15322e-005, 0.82262
20, 1, 1, 19.9939, 0.908318, 7.73818e-005, 0.88989
10, 1, 1, 9.99852, 0.835083, 7.15322e-005, 0.82262
20, 1, 1, 19.9939, 0.908319, 7.73818e-005, 0.889891
10, 1, 1, 9.99854, 0.835083, 7.15322e-005, 0.82262
20, 1, 1, 19.994, 0.908319, 7.73818e-005, 0.889891
10, 1, 1, 9.99855, 0.835083, 7.15322e-005, 0.82262
20, 1, 1, 19.994, 0.908319, 7.73818e-005, 0.889891
10, 1, 1, 9.99856, 0.835083, 7.15322e-005, 0.82262
20, 1, 1, 19.9941, 0.908319, 7.73818e-005, 0.889891
10, 1, 1, 9.99857, 0.835083, 7.15322e-005, 0.822621
20, 1, 1, 19.9941, 0.908319, 7.73819e-005, 0.889891
10, 1, 1, 9.99858, 0.835083, 7.15322e-005, 0.822621
20, 1, 1, 19.9941, 0.90832, 7.73819e-005, 0.889892
10, 1, 1, 9.99859, 0.835084, 7.15322e-005, 0.822621
20, 1, 1, 19.9942, 0.90832, 7.73819e-005, 0.889892
10, 1, 1, 9.9986, 0.835084, 7.15323e-005, 0.822621
20, 1, 1, 19.9942, 0.90832, 7.73819e-005, 0.889892
10, 1, 1, 9.99861, 0.835084, 7.15323e-005, 0.822621
20, 1, 1, 19.9943, 0.90832, 7.73819e-005, 0.889892
10, 1, 1, 9.99862, 0.835084, 7.15323e-005, 0.822621
20, 1, 1, 19.9943, 0.90832, 7.73819e-005, 0.889892
10, 1, 1, 9.99863, 0.835084, 7.15323e-005, 0.822621
20, 1, 1, 19.9944, 0.908321, 7.7382e-005, 0.889893
10, 1, 1, 9.99864, 0.835084, 7.15323e-005, 0.822622
20, 1, 1, 19.9944, 0.908321, 7.7382e-005, 0.889893
10, 1, 1, 9.99865, 0.835085, 7.15323e-005, 0.822622
20, 1, 1, 19.9944, 0.908321, 7.7382e-005, 0.889893
10, 1, 1, 9.99866, 0.835085, 7.15323e-005, 0.822622
20, 1, 1, 19.9945, 0.908321, 7.7382e-005, 0.889893
10, 1, 1, 9.99867, 0.835085, 7.15323e-005, 0.822622
20, 1, 1, 19.9945, 0.908321, 7.7382e-005, 0.889893
10, 1, 1, 9.99868, 0.835085, 7.15324e-005, 0.822622
20, 1, 1, 19.9946, 0.908321, 7.7382e-005, 0.889893
10, 1, 1, 9.99869, 0.835085, 7.15324e-005, 0.822622
20, 1, 1, 19.9946, 0.908322, 7.7382e-005, 0.889894
10, 1, 1, 9.9987, 0.835085, 7.15324e-005, 0.822622
20, 1, 1, 19.9946, 0.908322, 7.73821e-005, 0.889894
10, 1, 1, 9.99871, 0.835085, 7.15324e-005, 0.822622
20, 1, 1, 19.9947, 0.908322, 7.73821e-005, 0.889894
10, 1, 1, 9.99872, 0.835085, 7.15324e-005, 0.822623
20, 1, 1, 19.9947, 0.908322, 7.73821e-005, 0.889894
10, 1, 1, 9.99873, 0.835086, 7.15324e-005, 0.822623
20, 1, 1, 19.9948, 0.908322, 7.73821e-005, 0.889894
10, 1, 1, 9.99874, 0.835086, 7.15324e-005, 0.822623
20, 1, 1, 19.9948, 0.908322, 7.73821e-005, 0.889894
10, 1, 1, 9.99875, 0.835086, 7.15324e-005, 0.822623
20, 1, 1, 19.9948, 0.908323, 7.73821e-005, 0.889894
10, 1, 1, 9.99875, 0.835086, 7.15324e-005, 0.822623
20, 1, 1, 19.9949, 0.908323, 7.73821e-005, 0.889895
10, 1, 1, 9.99876, 0.835086, 7.15325e-005, 0.822623
20, 1, 1, 19.9949, 0.908323, 7.73822e-005, 0.889895
10, 1, 1, 9.99877, 0.835086, 7.15325e-005, 0.822623
20, 1, 1, 19.9949, 0.908323, 7.73822e-005, 0.889895
10, 1, 1, 9.99878, 0.835086, 7.15325e-005, 0.822623
20, 1, 1, 19.995, 0.908323, 7.73822e-005, 0.889895
10, 1, 1, 9.99879, 0.835087, 7.15325e-005, 0.822624
20, 1, 1, 19.995, 0.908323, 7.73822e-005, 0.889895
10, 1, 1, 9.9988, 0.835087, 7.15325e-005, 0.822624
20, 1, 1, 19.9951, 0.908323, 7.73822e-005, 0.889895
10, 1, 1, 9.99881, 0.835087, 7.15325e-005, 0.822624
20, 1, 1, 19.9951, 0.908324, 7.73822e-005, 0.889895
10, 1, 1, 9.99881, 0.835087, 7.15325e-005, 0.822624
20, 1, 1, 19.9951, 0.908324, 7.73822e-005, 0.889896
10, 1, 1, 9.99882, 0.835087, 7.15325e-005, 0.822624
20, 1, 1, 19.9952, 0.908324, 7.73822e-005, 0.889896
10, 1, 1, 9.99883, 0.835087, 7.15325e-005, 0.822624
20, 1, 1, 19.9952, 0.908324, 7.73823e-005, 0.889896
10, 1, 1, 9.99884, 0.835087, 7.15325e-005, 0.822624
20, 1, 1, 19.9952, 0.908324, 7.73823e-005, 0.889896
10, 1, 1, 9.99885, 0.835087, 7.15325e-005, 0.822624
20, 1, 1, 19.9953, 0.908324, 7.73823e-005, 0.889896
10, 1, 1, 9.99885, 0.835088, 7.15326e-005, 0.822624
20, 1, 1, 19.9953, 0.908324, 7.73823e-005, 0.889896
10, 1, 1, 9.99886, 0.835088, 7.15326e-005, 0.822625
20, 1, 1, 19.9953, 0.908325, 7.73823e-005, 0.889896
10, 1, 1, 9.99887, 0.835088, 7.15326e-005, 0.822625
20, 1, 1, 19.9954, 0.908325, 7.73823e-005, 0.889897
10, 1, 1, 9.99888, 0.835088, 7.15326e-005, 0.822625
20, 1, 1, 19.9954, 0.908325, 7.73823e-005, 0.889897
10, 1, 1, 9.99888, 0.835088, 7.15326e-005, 0.822625
20, 1, 1, 19.9954, 0.908325, 7.73823e-005, 0.889897
10, 1, 1, 9.99889, 0.835088, 7.15326e-005, 0.822625
20, 1, 1, 19.9954, 0.908325, 7.73823e-005, 0.889897
10, 1, 1, 9.9989, 0.835088, 7.15326e-005, 0.822625
20, 1, 1, 19.9955, 0.908325, 7.73824e-005, 0.889897
10, 1, 1, 9.99891, 0.835088, 7.15326e-005, 0.822625
20, 1, 1, 19.9955, 0.908325, 7.73824e-005, 0.889897
10, 1, 1, 9.99891, 0.835088, 7.15326e-005, 0.822625
20, 1, 1, 19.9955, 0.908326, 7.73824e-005, 0.889897
10, 1, 1, 9.99892, 0.835088, 7.15326e-005, 0.822625
20, 1, 1, 19.9956, 0.908326, 7.73824e-005, 0.889897
10, 1, 1, 9.99893, 0.835089, 7.15326e-005, 0.822625
20, 1, 1, 19.9956, 0.908326, 7.73824e-005, 0.889898
10, 1, 1, 9.99893, 0.835089, 7.15327e-005, 0.822626
20, 1, 1, 19.9956, 0.908326, 7.73824e-005, 0.889898
10, 1, 1, 9.99894, 0.835089, 7.15327e-005, 0.822626
20, 1, 1, 19.9957, 0.908326, 7.73824e-005, 0.889898
10, 1, 1, 9.99895, 0.835089, 7.15327e-005, 0.822626
20, 1, 1, 19.9957, 0.908326, 7.73824e-005, 0.889898
10, 1, 1, 9.99896, 0.835089, 7.15327e-005, 0.822626
20, 1, 1, 19.9957, 0.908326, 7.73824e-005, 0.889898
10, 1, 1, 9.99896, 0.835089, 7.15327e-005, 0.822626
20, 1, 1, 19.9957, 0.908326, 7.73824e-005, 0.889898
10, 1, 1, 9.99897, 0.835089, 7.15327e-005, 0.822626
20, 1, 1, 19.9958, 0.908327, 7.73825e-005, 0.889898
10, 1, 1, 9.99898, 0.835089, 7.15327e-005, 0.822626
20, 1, 1, 19.9958, 0.908327, 7.73825e-005, 0.889898
10, 1, 1, 9.99898, 0.835089, 7.15327e-005, 0.822626
20, 1, 1, 19.9958, 0.908327, 7.73825e-005, 0.889898
10, 1, 1, 9.99899, 0.83509, 7.15327e-005, 0.822626
20, 1, 1, 19.9958, 0.908327, 7.73825e-005, 0.889899
10, 1, 1, 9.99899, 0.83509, 7.15327e-005, 0.822626
20, 1, 1, 19.9959, 0.908327, 7.73825e-005, 0.889899
10, 1, 1, 9.999, 0.83509, 7.15327e-005, 0.822626
20, 1, 1, 19.9959, 0.908327, 7.73825e-005, 0.889899
10, 1, 1, 9.99901, 0.83509, 7.15327e-005, 0.822627
20, 1, 1, 19.9959, 0.908327, 7.73825e-005, 0.889899
10, 1, 1, 9.99901, 0.83509, 7.15328e-005, 0.822627
20, 1, 1, 19.996, 0.908327, 7.73825e-005, 0.889899
10, 1, 1, 9.99902, 0.83509, 7.15328e-005, 0.822627
20, 1, 1, 19.996, 0.908327, 7.73825e-005, 0.889899
10, 1, 1, 9.99903, 0.83509, 7.15328e-005, 0.822627
20, 1, 1, 19.996, 0.908328, 7.73825e-005, 0.889899
10, 1, 1, 9.99903, 0.83509, 7.15328e-005, 0.822627
20, 1, 1, 19.996, 0.908328, 7.73826e-005, 0.889899
10, 1, 1, 9.99904, 0.83509, 7.15328e-005, 0.822627
20, 1, 1, 19.9961, 0.908328, 7.73826e-005, 0.889899
10, 1, 1, 9.99904, 0.83509, 7.15328e-005, 0.822627
20, 1, 1, 19.9961, 0.908328, 7.73826e-005, 0.8899
10, 1, 1, 9.99905, 0.83509, 7.15328e-005, 0.822627
20, 1, 1, 19.9961, 0.908328, 7.73826e-005, 0.8899
10, 1, 1, 9.99906, 0.835091, 7.15328e-005, 0.822627
20, 1, 1, 19.9961, 0.908328, 7.73826e-005, 0.8899
10, 1, 1, 9.99906, 0.835091, 7.15328e-005, 0.822627
20, 1, 1, 19.9962, 0.908328, 7.73826e-005, 0.8899
10, 1, 1, 9.99907, 0.835091, 7.15328e-005, 0.822627
20, 1, 1, 19.9962, 0.908328, 7.73826e-005, 0.8899
10, 1, 1, 9.99907, 0.835091, 7.15328e-005, 0.822627
20, 1, 1, 19.9962, 0.908328, 7.73826e-005, 0.8899
10, 1, 1, 9.99908, 0.835091, 7.15328e-005, 0.822628
20, 1, 1, 19.9962, 0.908328, 7.73826e-005, 0.8899
10, 1, 1, 9.99908, 0.835091, 7.15328e-005, 0.822628
20, 1, 1, 19.9962, 0.908329, 7.73826e-005, 0.8899
10, 1, 1, 9.99909, 0.835091, 7.15328e-005, 0.822628
20, 1, 1, 19.9963, 0.908329, 7.73826e-005, 0.8899
10, 1, 1, 9.99909, 0.835091, 7.15328e-005, 0.822628
20, 1, 1, 19.9963, 0.908329, 7.73826e-005, 0.8899
10, 1, 1, 9.9991, 0.835091, 7.15329e-005, 0.822628
20, 1, 1, 19.9963, 0.908329, 7.73827e-005, 0.8899
10, 1, 1, 9.99911, 0.835091, 7.15329e-005, 0.822628
20, 1, 1, 19.9963, 0.908329, 7.73827e-005, 0.889901
10, 1, 1, 9.99911, 0.835091, 7.15329e-005, 0.822628
20, 1, 1, 19.9964, 0.908329, 7.73827e-005, 0.889901
10, 1, 1, 9.99912, 0.835091, 7.15329e-005, 0.822628
20, 1, 1, 19.9964, 0.908329, 7.73827e-005, 0.889901
10, 1, 1, 9.99912, 0.835091, 7.15329e-005, 0.822628
20, 1, 1, 19.9964, 0.908329, 7.73827e-005, 0.889901
10, 1, 1, 9.99913, 0.835092, 7.15329e-005, 0.822628
20, 1, 1, 19.9964, 0.908329, 7.73827e-005, 0.889901
10, 1, 1, 9.99913, 0.835092, 7.15329e-005, 0.822628
20, 1, 1, 19.9964, 0.908329, 7.73827e-005, 0.889901
10, 1, 1, 9.99914, 0.835092, 7.15329e-005, 0.822628
20, 1, 1, 19.9965, 0.908329, 7.73827e-005, 0.889901
10, 1, 1, 9.99914, 0.835092, 7.15329e-005, 0.822628
20, 1, 1, 19.9965, 0.90833, 7.73827e-005, 0.889901
10, 1, 1, 9.99915, 0.835092, 7.15329e-005, 0.822628
20, 1, 1, 19.9965, 0.90833, 7.73827e-005, 0.889901
10, 1, 1, 9.99915, 0.835092, 7.15329e-005, 0.822629
20, 1, 1, 19.9965, 0.90833, 7.73827e-005, 0.889901
10, 1, 1, 9.99916, 0.835092, 7.15329e-005, 0.822629
20, 1, 1, 19.9965, 0.90833, 7.73827e-005, 0.889901
10, 1, 1, 9.99916, 0.835092, 7.15329e-005, 0.822629
20, 1, 1, 19.9966, 0.90833, 7.73827e-005, 0.889902
10, 1, 1, 9.99917, 0.835092, 7.15329e-005, 0.822629
20, 1, 1, 19.9966, 0.90833, 7.73827e-005, 0.889902
10, 1, 1, 9.99917, 0.835092, 7.15329e-005, 0.822629
20, 1, 1, 19.9966, 0.90833, 7.73828e-005, 0.889902
10, 1, 1, 9.99918, 0.835092, 7.15329e-005, 0.822629
20, 1, 1, 19.9966, 0.90833, 7.73828e-005, 0.889902
10, 1, 1, 9.99918, 0.835092, 7.1533e-005, 0.822629
20, 1, 1, 19.9966, 0.90833, 7.73828e-005, 0.889902
10, 1, 1, 9.99919, 0.835092, 7.1533e-005, 0.822629
20, 1, 1, 19.9967, 0.90833, 7.73828e-005, 0.889902
10, 1, 1, 9.99919, 0.835093, 7.1533e-005, 0.822629
20, 1, 1, 19.9967, 0.90833, 7.73828e-005, 0.889902
10, 1, 1, 9.99919, 0.835093, 7.1533e-005, 0.822629
20, 1, 1, 19.9967, 0.908331, 7.73828e-005, 0.889902
10, 1, 1, 9.9992, 0.835093, 7.1533e-005, 0.822629
20, 1, 1, 19.9967, 0.908331, 7.73828e-005, 0.889902
10, 1, 1, 9.9992, 0.835093, 7.1533e-005, 0.822629
20, 1, 1, 19.9967, 0.908331, 7.73828e-005, 0.889902
10, 1, 1, 9.99921, 0.835093, 7.1533e-005, 0.822629
20, 1, 1, 19.9968, 0.908331, 7.73828e-005, 0.889902
10, 1, 1, 9.99921, 0.835093, 7.1533e-005, 0.822629
20, 1, 1, 19.9968, 0.908331, 7.73828e-005, 0.889902
10, 1, 1, 9.99922, 0.835093, 7.1533e-005, 0.822629
20, 1, 1, 19.9968, 0.908331, 7.73828e-005, 0.889902
10, 1, 1, 9.99922, 0.835093, 7.1533e-005, 0.822629
20, 1, 1, 19.9968, 0.908331, 7.73828e-005, 0.889903
10, 1, 1, 9.99923, 0.835093, 7.1533e-005, 0.82263
20, 1, 1, 19.9968, 0.908331, 7.73828e-005, 0.889903
10, 1, 1, 9.99923, 0.835093, 7.1533e-005, 0.82263
20, 1, 1, 19.9968, 0.908331, 7.73828e-005, 0.889903
10, 1, 1, 9.99923, 0.835093, 7.1533e-005, 0.82263
20, 1, 1, 19.9969, 0.908331, 7.73828e-005, 0.889903
10, 1, 1, 9.99924, 0.835093, 7.1533e-005, 0.82263
20, 1, 1, 19.9969, 0.908331, 7.73829e-005, 0.889903
10, 1, 1, 9.99924, 0.835093, 7.1533e-005, 0.82263
20, 1, 1, 19.9969, 0.908331, 7.73829e-005, 0.889903
10, 1, 1, 9.99925, 0.835093, 7.1533e-005, 0.82263
20, 1, 1, 19.9969, 0.908331, 7.73829e-005, 0.889903
10, 1, 1, 9.99925, 0.835093, 7.1533e-005, 0.82263
20, 1, 1, 19.9969, 0.908332, 7.73829e-005, 0.889903
10, 1, 1, 9.99925, 0.835093, 7.1533e-005, 0.82263
20, 1, 1, 19.997, 0.908332, 7.73829e-005, 0.889903
10, 1, 1, 9.99926, 0.835094, 7.1533e-005, 0.82263
20, 1, 1, 19.997, 0.908332, 7.73829e-005, 0.889903
10, 1, 1, 9.99926, 0.835094, 7.1533e-005, 0.82263
20, 1, 1, 19.997, 0.908332, 7.73829e-005, 0.889903
10, 1, 1, 9.99927, 0.835094, 7.15331e-005, 0.82263
20, 1, 1, 19.997, 0.908332, 7.73829e-005, 0.889903
10, 1, 1, 9.99927, 0.835094, 7.15331e-005, 0.82263
20, 1, 1, 19.997, 0.908332, 7.73829e-005, 0.889903
10, 1, 1, 9.99927, 0.835094, 7.15331e-005, 0.82263
20, 1, 1, 19.997, 0.908332, 7.73829e-005, 0.889903
10, 1, 1, 9.99928, 0.835094, 7.15331e-005, 0.82263
20, 1, 1, 19.9971, 0.908332, 7.73829e-005, 0.889904
10, 1, 1, 9.99928, 0.835094, 7.15331e-005, 0.82263
20, 1, 1, 19.9971, 0.908332, 7.73829e-005, 0.889904
10, 1, 1, 9.99929, 0.835094, 7.15331e-005, 0.82263
20, 1, 1, 19.9971, 0.908332, 7.73829e-005, 0.889904
10, 1, 1, 9.99929, 0.835094, 7.15331e-005, 0.82263
20, 1, 1, 19.9971, 0.908332, 7.73829e-005, 0.889904
10, 1, 1, 9.99929, 0.835094, 7.15331e-005, 0.82263
20, 1, 1, 19.9971, 0.908332, 7.73829e-005, 0.889904
10, 1, 1, 9.9993, 0.835094, 7.15331e-005, 0.822631
20, 1, 1, 19.9971, 0.908332, 7.73829e-005, 0.889904
10, 1, 1, 9.9993, 0.835094, 7.15331e-005, 0.822631
20, 1, 1, 19.9971, 0.908332, 7.73829e-005, 0.889904
10, 1, 1, 9.99931, 0.835094, 7.15331e-005, 0.822631
20, 1, 1, 19.9972, 0.908332, 7.7383e-005, 0.889904
10, 1, 1, 9.99931, 0.835094, 7.15331e-005, 0.822631
20, 1, 1, 19.9972, 0.908333, 7.7383e-005, 0.889904
10, 1, 1, 9.99931, 0.835094, 7.15331e-005, 0.822631
20, 1, 1, 19.9972, 0.908333, 7.7383e-005, 0.889904
10, 1, 1, 9.99932, 0.835094, 7.15331e-005, 0.822631
20, 1, 1, 19.9972, 0.908333, 7.7383e-005, 0.889904
10, 1, 1, 9.99932, 0.835094, 7.15331e-005, 0.822631
20, 1, 1, 19.9972, 0.908333, 7.7383e-005, 0.889904
10, 1, 1, 9.99932, 0.835094, 7.15331e-005, 0.822631
20, 1, 1, 19.9972, 0.908333, 7.7383e-005, 0.889904
10, 1, 1, 9.99933, 0.835095, 7.15331e-005, 0.822631
20, 1, 1, 19.9972, 0.908333, 7.7383e-005, 0.889904
10, 1, 1, 9.99933, 0.835095, 7.15331e-005, 0.822631
20, 1, 1, 19.9973, 0.908333, 7.7383e-005, 0.889904
10, 1, 1, 9.99933, 0.835095, 7.15331e-005, 0.822631
20, 1, 1, 19.9973, 0.908333, 7.7383e-005, 0.889904
10, 1, 1, 9.99934, 0.835095, 7.15331e-005, 0.822631
20, 1, 1, 19.9973, 0.908333, 7.7383e-005, 0.889905
10, 1, 1, 9.99934, 0.835095, 7.15331e-005, 0.822631
20, 1, 1, 19.9973, 0.908333, 7.7383e-005, 0.889905
10, 1, 1, 9.99934, 0.835095, 7.15331e-005, 0.822631
20, 1, 1, 19.9973, 0.908333, 7.7383e-005, 0.889905
10, 1, 1, 9.99935, 0.835095, 7.15331e-005, 0.822631
20, 1, 1, 19.9973, 0.908333, 7.7383e-005, 0.889905
10, 1, 1, 9.99935, 0.835095, 7.15332e-005, 0.822631
20, 1, 1, 19.9973, 0.908333, 7.7383e-005, 0.889905
10, 1, 1, 9.99935, 0.835095, 7.15332e-005, 0.822631
20, 1, 1, 19.9974, 0.908333, 7.7383e-005, 0.889905
